Fecha y Hora,Estado,Valor de Predicci�n
2024-09-30 03:01:29,Estable,0.089035265
2024-09-30 03:01:29,Estable,0.06429846
2024-09-30 03:01:29,Estable,0.053241517
2024-09-30 03:01:30,Estable,0.070818
2024-09-30 03:01:30,Estable,0.075616755
2024-09-30 03:01:30,Estable,0.06395126
2024-09-30 03:01:30,Estable,0.05348386
2024-09-30 03:01:30,Estable,0.059489593
2024-09-30 03:01:30,Estable,0.042302743
2024-09-30 03:01:30,Estable,0.047444396
2024-09-30 03:01:30,Estable,0.04554958
2024-09-30 03:01:30,Estable,0.050290886
2024-09-30 03:01:30,Estable,0.04033513
2024-09-30 03:01:30,Estable,0.044994745
2024-09-30 03:01:30,Estable,0.03577825
2024-09-30 03:01:30,Estable,0.0406402
2024-09-30 03:01:30,Estable,0.034002263
2024-09-30 03:01:30,Estable,0.032644108
2024-09-30 03:01:31,Estable,0.027730938
2024-09-30 03:01:31,Estable,0.02968499
2024-09-30 03:01:31,Estable,0.029531233
2024-09-30 03:01:31,Estable,0.022763072
2024-09-30 03:01:31,Estable,0.020820959
2024-09-30 03:01:31,Estable,0.021470612
2024-09-30 03:01:31,Estable,0.019920824
2024-09-30 03:01:31,Estable,0.01771759
2024-09-30 03:01:31,Estable,0.020239118
2024-09-30 03:01:31,Estable,0.019411134
2024-09-30 03:01:31,Estable,0.018311027
2024-09-30 03:01:31,Estable,0.01699876
2024-09-30 03:01:31,Estable,0.01799724
2024-09-30 03:01:31,Estable,0.016039642
2024-09-30 03:01:31,Estable,0.01604732
2024-09-30 03:01:31,Estable,0.01485438
2024-09-30 03:01:32,Estable,0.017236145
2024-09-30 03:01:32,Estable,0.013772003
2024-09-30 03:01:32,Estable,0.0136456555
2024-09-30 03:01:32,Estable,0.016319476
2024-09-30 03:01:32,Estable,0.01602657
2024-09-30 03:01:32,Estable,0.016923208
2024-09-30 03:01:32,Estable,0.01561418
2024-09-30 03:01:32,Estable,0.015490735
2024-09-30 03:01:32,Estable,0.016090935
2024-09-30 03:01:32,Estable,0.019579086
2024-09-30 03:01:32,Estable,0.017171275
2024-09-30 03:01:32,Estable,0.018610677
2024-09-30 03:01:32,Estable,0.017313255
2024-09-30 03:01:32,Estable,0.018567296
2024-09-30 03:01:32,Estable,0.017934855
2024-09-30 03:01:32,Estable,0.017395057
2024-09-30 03:01:33,Estable,0.02437443
2024-09-30 03:01:33,Estable,0.018673193
2024-09-30 03:01:33,Estable,0.021012107
2024-09-30 03:01:33,Estable,0.029110253
2024-09-30 03:01:33,Estable,0.02132247
2024-09-30 03:01:33,Estable,0.023695579
2024-09-30 03:01:33,Estable,0.022399025
2024-09-30 03:01:33,Estable,0.028469896
2024-09-30 03:01:33,Estable,0.023001013
2024-09-30 03:01:33,Estable,0.023825744
2024-09-30 03:01:33,Estable,0.024927951
2024-09-30 03:01:33,Estable,0.02443949
2024-09-30 03:01:33,Estable,0.04231091
2024-09-30 03:01:33,Estable,0.028983844
2024-09-30 03:01:33,Estable,0.03122591
2024-09-30 03:01:33,Estable,0.040250316
2024-09-30 03:01:33,Estable,0.03082722
2024-09-30 03:01:34,Estable,0.04048369
2024-09-30 03:01:34,Estable,0.039673783
2024-09-30 03:01:34,Estable,0.042891808
2024-09-30 03:01:34,Estable,0.054123383
2024-09-30 03:01:34,Estable,0.034112535
2024-09-30 03:01:34,Estable,0.06379772
2024-09-30 03:01:34,Estable,0.03923744
2024-09-30 03:01:34,Estable,0.06512193
2024-09-30 03:01:34,Estable,0.0445167
2024-09-30 03:01:34,Estable,0.044855762
2024-09-30 03:01:34,Estable,0.048903443
2024-09-30 03:01:34,Estable,0.050625842
2024-09-30 03:01:34,Estable,0.044483345
2024-09-30 03:01:34,Estable,0.035742678
2024-09-30 03:01:34,Estable,0.060319614
2024-09-30 03:01:34,Estable,0.036824398
2024-09-30 03:01:34,Estable,0.044019204
2024-09-30 03:01:35,Estable,0.025667371
2024-09-30 03:01:35,Estable,0.043518238
2024-09-30 03:01:35,Estable,0.024956655
2024-09-30 03:01:35,Estable,0.028617667
2024-09-30 03:01:35,Estable,0.0274344
2024-09-30 03:01:35,Estable,0.022767898
2024-09-30 03:01:35,Estable,0.025216283
2024-09-30 03:01:35,Estable,0.029114442
2024-09-30 03:01:35,Estable,0.026977045
2024-09-30 03:01:35,Estable,0.021533975
2024-09-30 03:01:35,Estable,0.022813288
2024-09-30 03:01:35,Estable,0.019468382
2024-09-30 03:01:35,Estable,0.03293197
2024-09-30 03:01:35,Estable,0.020639382
2024-09-30 03:01:35,Estable,0.021041434
2024-09-30 03:01:35,Estable,0.019163491
2024-09-30 03:01:35,Estable,0.025226729
2024-09-30 03:01:35,Estable,0.01864998
2024-09-30 03:01:35,Estable,0.019963494
2024-09-30 03:01:36,Estable,0.022589404
2024-09-30 03:01:36,Estable,0.01548124
2024-09-30 03:01:36,Estable,0.017402647
2024-09-30 03:01:36,Estable,0.02973432
2024-09-30 03:01:36,Estable,0.01709706
2024-09-30 03:01:36,Estable,0.02923536
2024-09-30 03:01:36,Estable,0.015290135
2024-09-30 03:01:36,Estable,0.025778616
2024-09-30 03:01:36,Estable,0.014888191
2024-09-30 03:01:36,Estable,0.021995267
2024-09-30 03:01:36,Estable,0.01459227
2024-09-30 03:01:36,Estable,0.015997246
2024-09-30 03:01:36,Estable,0.021891123
2024-09-30 03:01:36,Estable,0.013789521
2024-09-30 03:01:36,Estable,0.017770475
2024-09-30 03:01:36,Estable,0.0148257
2024-09-30 03:01:36,Estable,0.0139332805
2024-09-30 03:01:36,Estable,0.019829663
2024-09-30 03:01:37,Estable,0.015417559
2024-09-30 03:01:37,Estable,0.01407965
2024-09-30 03:01:37,Estable,0.018080331
2024-09-30 03:01:37,Estable,0.012287376
2024-09-30 03:01:37,Estable,0.013719958
2024-09-30 03:01:37,Estable,0.014358575
2024-09-30 03:01:37,Estable,0.014977136
2024-09-30 03:01:37,Estable,0.014664606
2024-09-30 03:01:37,Estable,0.015161741
2024-09-30 03:01:37,Estable,0.014808597
2024-09-30 03:01:37,Estable,0.015348953
2024-09-30 03:01:37,Estable,0.013316003
2024-09-30 03:01:37,Estable,0.015235595
2024-09-30 03:01:37,Estable,0.01612864
2024-09-30 03:01:37,Estable,0.014435819
2024-09-30 03:01:37,Estable,0.01674292
2024-09-30 03:01:37,Estable,0.015851095
2024-09-30 03:01:38,Estable,0.017740645
2024-09-30 03:01:38,Estable,0.01611803
2024-09-30 03:01:38,Estable,0.021694219
2024-09-30 03:01:38,Estable,0.016447444
2024-09-30 03:01:38,Estable,0.017399078
2024-09-30 03:01:38,Estable,0.017640758
2024-09-30 03:01:38,Estable,0.017017193
2024-09-30 03:01:38,Estable,0.016517242
2024-09-30 03:01:38,Estable,0.016309133
2024-09-30 03:01:38,Estable,0.015809217
2024-09-30 03:01:38,Estable,0.012042899
2024-09-30 03:01:38,Estable,0.017028619
2024-09-30 03:01:38,Estable,0.01982047
2024-09-30 03:01:38,Estable,0.023750221
2024-09-30 03:01:38,Estable,0.014688265
2024-09-30 03:01:38,Estable,0.025052164
2024-09-30 03:01:38,Estable,0.020704549
2024-09-30 03:01:38,Estable,0.024561679
2024-09-30 03:01:39,Estable,0.019151034
2024-09-30 03:01:39,Estable,0.024776801
2024-09-30 03:01:39,Estable,0.02343136
2024-09-30 03:01:39,Estable,0.033839338
2024-09-30 03:01:39,Estable,0.03038175
2024-09-30 03:01:39,Estable,0.027238885
2024-09-30 03:01:39,Estable,0.047024727
2024-09-30 03:01:39,Estable,0.029735742
2024-09-30 03:01:39,Estable,0.036479205
2024-09-30 03:01:39,Estable,0.034605198
2024-09-30 03:01:39,Estable,0.051598027
2024-09-30 03:01:39,Estable,0.052906062
2024-09-30 03:01:39,Estable,0.040583804
2024-09-30 03:01:39,Estable,0.0508271
2024-09-30 03:01:39,Estable,0.03923541
2024-09-30 03:01:39,Estable,0.093327366
2024-09-30 03:01:40,Estable,0.10023014
2024-09-30 03:01:40,Estable,0.11546022
2024-09-30 03:01:40,Estable,0.12627059
2024-09-30 03:01:40,Estable,0.06449029
2024-09-30 03:01:40,Estable,0.106281795
2024-09-30 03:01:40,Estable,0.04455182
2024-09-30 03:01:40,Estable,0.05672387
2024-09-30 03:01:40,Estable,0.108703025
2024-09-30 03:01:40,Estable,0.10171618
2024-09-30 03:01:40,Estable,0.14031436
2024-09-30 03:01:40,Estable,0.21344502
2024-09-30 03:01:40,Estable,0.11870014
2024-09-30 03:01:40,Estable,0.16530867
2024-09-30 03:01:40,Estable,0.13043696
2024-09-30 03:01:40,Estable,0.35584694
2024-09-30 03:01:40,Estable,0.26439044
2024-09-30 03:01:40,Estable,0.46725476
